Timestamp,Hour_of_Day,Temperature_C,Cloud_Cover_Pct,Demand_MW,Solar_MW
2025-01-01 00:00:00,0,0.0,0.10979909127171077,997.2347139765762,0.0
2025-01-01 01:00:00,1,0.0,0.008712541825229918,995.3172608610164,0.0
2025-01-01 02:00:00,2,3.1772604314047026,0.003087674144370367,1015.3486945830581,0.0
2025-01-01 03:00:00,3,5.047088289453281,0.02727374508106509,1010.8512008717192,0.0
2025-01-01 04:00:00,4,8.508635159434023,0.06479175279631737,961.734395106844,0.0
2025-01-01 05:00:00,5,10.987067004714042,0.04382169728028272,1006.2849466519054,0.0
2025-01-01 06:00:00,6,15.120478408111783,0.02995106732375396,995.4844739902693,178.5404542269749
2025-01-01 07:00:00,7,16.600744035626985,0.09113172778521575,1002.2184517941972,262.0796470772331
2025-01-01 08:00:00,8,18.47963952410487,0.10263495397682353,994.1661250041345,373.6269974420081
2025-01-01 09:00:00,9,19.97201532675086,0.005158278167282759,1106.0015783855392,551.1974871846562
2025-01-01 10:00:00,10,20.7989264797026,0.04675666141341164,1102.315092723474,647.7218453335216
2025-01-01 11:00:00,11,19.31467091467061,0.14543769416468377,1003.9372247173826,656.3075708154945
2025-01-01 12:00:00,12,19.149192159061975,0.013273875307787925,1003.4273656237993,789.3808997537697
2025-01-01 13:00:00,13,16.815111256695456,0.0583015934534223,993.9779260882142,723.2284754676627
2025-01-01 14:00:00,14,14.157334638171113,0.042140176453107116,1021.1424445243784,650.8587129479091
2025-01-01 15:00:00,15,11.655524549578656,0.011182596551965624,992.2983543916737,547.8596806946748
2025-01-01 16:00:00,16,8.04919302349803,0.0008283175685403598,1012.2335257768174,416.01521843352936
2025-01-01 17:00:00,17,5.797325243668732,0.11569055200289186,1018.6256023823239,254.9979079733739
2025-01-01 18:00:00,18,1.9680452620396893,0.12946551388133903,993.8157524829758,160.22451789423826
2025-01-01 19:00:00,19,0.0,0.04664734825734933,1278.0792871702456,0.0
2025-01-01 20:00:00,20,0.0,0.13308191138644898,1437.974720799983,0.0
2025-01-01 21:00:00,21,0.0,0.11411775729253461,1266.290968957247,0.0
2025-01-01 22:00:00,22,0.0,0.0784099244072991,1031.2928731162801,0.0
2025-01-01 23:00:00,23,0.0,0.047153397161449,994.0198529906826,0.0
2025-01-02 00:00:00,0,0.0,0.061557438455344456,1007.1422514302349,0.0
2025-01-02 01:00:00,1,0.0,0.13945464785138595,989.9648591283092,0.0
2025-01-02 02:00:00,2,2.91094309333368,0.12055081153486716,1006.5750221931937,0.0
2025-01-02 03:00:00,3,5.395952267926413,0.12111602327460938,1019.3728998106577,0.0
2025-01-02 04:00:00,4,8.102215487543965,0.03419027438129125,993.4467570680447,0.0
2025-01-02 05:00:00,5,11.70713071424518,0.0010428195796786054,1005.2211054435978,0.0
2025-01-02 06:00:00,6,13.745556663457435,0.01797980510005242,991.5870935446927,180.74380142224803
2025-01-02 07:00:00,7,16.857880552888204,0.0778185932615049,1008.0810171362908,265.9185989959346
2025-01-02 08:00:00,8,18.974322075257287,0.1443670942413167,998.5110816846766,356.2513994811214
